tweet,sarcastic
it probably ’ s so easy talking to only have the best day until someone lies dying to save your face — [UNK],1
@MarkHendyHR If only... one very tired @CIPD student here!,0
taxes are really just the one best thing and i cannot wait enough to pay more [UNK],1
get updated with basant rai is out ! <url> stories via <user> <user> <user>,0
hands up blog who always remembers when every blogger and blog their dog was appointed a brand new ambassador working for coconut lane [UNK],1
Mom put powdered carpet cleaner all over the floor and now it legit smells like we are living in a stable,0
"<user> even though <user> ' s got more ex wives than <user> majors , i am happy for that washed up mess . <repeated> ! <repeated> <hashtag> blocked </hashtag>",1
my son gave me a cold . <repeated> again ! <repeated> yay !,1
"→ [UNK] spiced with coconut curry [UNK]. a weekend … spent happily with friends [UNK] brings a week of content... or something like that egg [UNK]. started getting the whole weekend off with this yummy morsel, with it was made a fusion of miso sesame aubergine [UNK], broccoli … https : / / t. co / zywia0ex4u",1
but who'u s ready prepare for monsoon tropical storms on allllll weekend?!?!,1
how do parents of twins make sure they are calling them the right names??? what if they’ve actually been called their twins name their entire life and no one knows?? what if my name is actually Kyle?? Did my parents mess up too??,0
Using my recently acquired video editing skills on myself for a change. An oral #presentation assignment on #healtheconomics is as much fun as it sounds 🗣🎥 https://t.co/1LKHVyupie,1
"video by <user> <user> <hashtag> wifey series </hashtag> drops today , with <hashtag> cover models </hashtag> <user> and . <repeated> <url>",0
"Wow. Liam Neeson is coming across as a rational man,isn't he!!?",1
"@ alexshawespn @ www robwishart @ gnev2 or does he order 11 at once bottles and lets drink around each one at minimum just over half 5 minutes, or alternatively do we have to take into account going to the bar? either way it ’ s a disgrace decision and not what we should be proudly promoting to the kids.",1
i love my customers <hashtag> annoying </hashtag> <hashtag> stop talking </hashtag>,1
finally got a shamrock shake😍☘,0
alright who was dreaming about me last night because i could not for the life of me fall asleep <url>,0
"<user> just what the bears need . <repeated> a sense of urgency at qb position , using top pick at qb position",1
<user> thank you ! i think i filled it out correctly,0
@ o thespursexpress @ jburttelegraph i't ve only done this courtesy to my employer lately too. so i'm expecting we've ll both eventually get to the same honest answer,1
<user> a day or two after .,0
whilst shaving in the shower stall without cutting your glasses / eye contacts is not exactly like simply performing blind surgery [UNK],1
i wanna be at home already,0
"@JoJoFromJerz My mother in law says “grandma-great” instead of “great-grandma.”  Among many other mispronunciations, but that one came to mind first.",0
"All I needed was some Lady Gaga and some Nicki on there and I think I could just use my Spotify Wrapped as a coming out post 💅
(Also was in the top 0.5% of Conan Gray’s fans, not to flex) https://t.co/tpREOJgevj",0
because learning for the finals is fucking amazing .,1
"#psychtoolbox sees a massive update and flashy new URL https://t.co/YEqVctVS1p - installation easier, HDR support and finally(?)@MATLAB recognising Mario Kleiner’s outstanding work keeping them relevant in time critical fMRI experiments in a time of nascent open source rivals",0
as heck if i didn't t ever know this anyway! i'm an owl owl — according to the # bbcbodyclock quiz – » what bird are you? » https : / / bbc t. co / vm07k82ctg,1
"during day 38 of quarantine availability is also an unexpectedly interesting time to get a new portable drum machine kit, neighbor",1
"<user> would be also great if david teamed up with his old man again at the carols , similar to a few years back . <hashtag> greatdou </hashtag> in both cases",0
<user> hahaha such a <percent> town,0
3rd shift down already told em bout the clowns they’re not fans,0
was not aware that Crocs were appropriate business casual attire.,1
why does mostella get as much or more playing time as hubbs . <repeated> idk might be wrong but i do not understand that,0
@LittleBigPlanet Thanks for the update. No need to rush take your time :),0
I'm glad I'm vacationing in a state where I can wear my shades the entire time without people questioning it,0
<user> will not our national hockey expert at <number> sussex drive join you ? <repeated>,1
okay hey quick next question whether is it fall or possibly spring???,1
@ amanda raerenyse easily one of the most worst and most damaging drag takes for both transgender trans and cis women than i have actually seen thus for far. amanda congrats congratulations on twitter reaching new levels of awful lmao,1
"ok let me guess, it has to actually be charlotte sophie tilbury makeup. oh and if by chance you don't take it it off, use a charlotte sophie tilbury for skincare https : / / archive t. co / 0c2ifipy8l",1
<allcaps> ah <elongated> winner and epik high </allcaps> . <hashtag> 2014 mama </hashtag>,0
<allcaps> shame on jacksonville </allcaps> <hashtag> jags </hashtag> <allcaps> and </allcaps> <hashtag> shadkhan </hashtag> . <url> do you think that <hashtag> police </hashtag> phobic <hashtag> stooges </hashtag> l . <repeated> <url>,0
<hashtag> new </hashtag> <hashtag> color </hashtag> <hashtag> new </hashtag> <hashtag> beginning </hashtag> <hashtag> new </hashtag> <hashtag> goals </hashtag> <hashtag> don t </hashtag> <hashtag> give up </hashtag> <hashtag> never </hashtag> <hashtag> life </hashtag> <hashtag> should </hashtag> <hashtag> be </hashtag> <hashtag> easy </hashtag> skdar <url>,0
they do not even listen to ur order talk about great customer service 👎,1
<user> way to lay out yesterday and put it all on the line <hashtag> good leader </hashtag>,1
"<user> we all love a trier mate , but seriously , game seems to pass him by , poor on the ball , does not pick his runner up !",0
finals week is draining my body so much that it ' s ruining my life in other places . lovely . <repeated>,1
Well it’s been a week and a half since I was in close contact with someone with Covid. I have to assume the jabs are doing their job!,0
this bruh rly told me “Ur anger issues are my playground🥰”   so uhh hmu if u wana be friends bc i need new ones k thx(:,1
ek <elongated> cinema date with the boo this weekend 🙈 💕,0
my love language is now just sending you tiktoks,0
"wearing my <user> rangers shirt , flipping off a crowd in his hometown of boston . so much <url>",1
"Oh yeah, FUCK Miyamoto for what he did to Paper Mario. Eat dicks, Shigeru.",0
thinking about how no one is obsessed with me 💔,1
"@ facebook faith _ 03 hi @ the palmerreport ahh dear yes, be quick please peek at your page please and hear you obviously know everything. thank you for the enlightenment. [UNK]",1
writing an article on mood enhancing foods . telling people what to eat to be happy,1
"i've made a thousand roommate complain and tweet here every day, and he's done another thing, but i't m tired of negativity stuff so i'm probably gonna never list all the things i like about him! everyone here... they really are :",1
Can a burrito change the world?  Don't miss Chipotle's first Game Day commercial  https://t.co/IkCNfSARJD #bonuspoints,0
stuck in traffic ! <repeated> ☔ ️ ⚡ ️ <hashtag> mondays </hashtag> <hashtag> athens by rain </hashtag> <hashtag> traffic </hashtag> <hashtag> on the road </hashtag> <hashtag> on time </hashtag> ? <hashtag> sisters </hashtag> <hashtag> coolurstyle </hashtag> . <repeated> <url>,0
@ devisridhar do you already know something of not any good indian chippies interested in developing the crewe area?,1
"I didn’t realize how powerful and impactful it would be for me, as a woman, to see a woman elected to one of the highest offices in the world",0
do not knw how to react everytime sum 1 says me being in a wheelchair inspires them ! im just living they same you are dude,0
<user> you are no fun at all !,0
"d just got boxed in, how ’ d d things liverpool get on?",1
"The way the Orioles have bene playing since the end of the losing streak gives me hope for next year. Reminds me of the end of 2011, where they were giving teams hell down the stretch.",0
"I can't tell if my professors keep skipping/delaying Introductions because grad school is so serious and important that you have to immediately dive into material, or if because classes at AU haven't been in-person in two years all the profs are majorly disoriented",0
"scoped out a new route on today ' s 5 k . but oh . <repeated> the crowds , the traffic , the noise 😄 . <repeated> <url>",1
i wonder what was the holiday rituals for true africans,0
jason keanu reeves is killing back his original role onstage in ozark season 3,1
"when we stop accepting crumbs in the name of love , only then we can equally appreciate the silence of solitude and festivity of loving .",0
lol rt <user> would not surprise me if soldado bangs in a hatrick and we win <number> <number> against chelsea tonight . <repeated> the legend is back,0
"i am seeing <hashtag> catfish </hashtag> while i search for a <hashtag> fish sitter </hashtag> for my <hashtag> goldfish </hashtag> , <hashtag> love life </hashtag>",1
i need my own pillow to fall asleep mymalsh,0
My fiance got me a beautiful dancer ring made by the talented @casting_adlo I love it so much and gives me an excuse to talk about critically acclaimed MMORPG FFXIV ✨ https://t.co/CAWXNt2Vcp,0
"""You're not a normal white girl"" lol ok",1
It’s so easy to have the best day until someone lies to your face 🥰❤️😭,1
it feels so good to finally be home and in our bed,0
haha who the fuck says that to someone <hashtag> true gentlemen </hashtag>,1
<user> aah yes rajneesh saab lol controversial figure he was,0
"i am afraid that, despite all of your words and actions, you actually just hate me",0
morning <hashtag> monday </hashtag> people long know keep working hard ! <hashtag> make sussex safe </hashtag> <number>,0
kinda wish perhaps i could understand cosmic string theory theories without knowing math..... alas sake i only guess i am too freaking hot for conceptual physicist physics,1
"Does the actor make a line famous, or does the writer?",0
decided i ' d go to bed early for once . i have been laying here since <number> am . yet the total amount of sleep i have had all week is <number> hrs .,1
"i recovered a well repressed memory today of working at @ kumandgo in high school 13 plus years ages ago & amp ; recalled having to answer the phone as “ we go all out at kum & amp ; go, this is shelby. how badly can i help meet you? ” and the prank calls ” that always led to. pretty sure … k & amp ; g owe given me therapy.",1
so happy i havent gone to bed yet,1
"Celebrating the Year of the Ox in Pingtung County, South Taiwan.  Just off for a scooter ride.  (If this is my first and last twit - doh!)",0
my annoying neighbors often taunting keeps me outside past my office bay window by chilling in their hot sponge tub every seemingly remotely warm day whilst i sit here jumping on back - to - back zooms all day every day. suddenly the audacity is utterly astonishing.,1
<user> n the is the promotions r by human n not by the religions . for strictly speaking all religions believe it is the right <number> .,1
"You’re all sickos for being mean to Trump so much for the tolerant left 🙄

anyways George Floyd had it coming",1
<user> i hate you lol,0
if you do not want hall to eventually ask for a trade then hope for consistency in the message . change too much you might as well start over,0
drudgery personified <hashtag> commuter probs </hashtag> <hashtag> northern line </hashtag> <hashtag> tfl </hashtag> <url>,0
always been trying to get my boyfriends to attention. just let ’... s see exactly how long it takes for him to still see from this nasty tweet by tho.,1
"it ' s pretty amazing that in ' the land of the free ' , people are debating if we should feel safe around our police .",1
<hashtag> monday morning </hashtag> pouring rain and i am singing ' the most wonderful time of the year ' as i walk to the office,1
Repeatedly saying “I’m the least racist person in this room” is a great indication that you are racist #Debates2020,0
"today i spend spending the entire day spent sitting eating or napping, i ration my food like a psychopath, drinking and here i take one walk a day. here i am riding my dog. # covid _ page 19 # coronavirusupdate",1
There is truly nothing like my shitty mother and half sibling doing a wellness check on me and even the local police automatically siding with me when I explained the situation and my relationship with the two of them. You two can go fuck yourselves.,0
Las Iguanas 👌😍🍷🍴,0
when your @ the apple postal delivery device gets stolen by a uk mobile mail station delivery driver and the police know who it is wrong but i definitely still don ’ t wanna get taken because [UNK],1
"ah well you done henri, what cost us the win # 8 nffc",1
&amp;&amp; If I see one more tweet about someone confusing Joe Budden and Joe Biden I’m really gonna lose it bc the election is around the corner people. Get it togetha (U.S people),0
Idk how some girls put on makeup everyday. Is it just to take selfies or have you just not discovered netflix yet?,1
Yo does anyone know how parking spots are assigned for painting??,0
"I dunno where I was when I was dreaming last night, but I woke up with sunglasses on....",0
is when someone has been quite vocal against liberals but at the same time supports <user> <happy>,1
Looking at my bank account wondering where all my money went...then realize I paid my credit card bill twice this month within 3 days of each other #ultimatemombrain #alsoimapoorteacher,0
trying to pavlov dog my way out of chronic dehydration :/ every 8oz I get a little treat,0
"Every time I hear the drop on Pressure - @MartinGarrix, All I can see is @danielricciardo 💁‍♂️🤷‍♂️
 
https://t.co/VFDBWuZwFi",0
<user> one hope this gets a rt ! <hashtag> recycling </hashtag> <hashtag> roses </hashtag> <hashtag> holly </hashtag> <hashtag> wreath </hashtag> <hashtag> merry christmas </hashtag> <url>,0
<user> i am procrastinating on getting work done b / c i am reading your new book !,1
i'’ m a traditional vegetarian diet but i eat fish [UNK],1
stop because i just thought of the cutest caption for when i get in a relationship. “i’ve finally found someone to watch stranger things with” 🥺,0
do i just blast maneskin to get hyped for my osce or??,1
oh it ' s just skrillex no big deal . <repeated> i see him on the daily . <repeated> <hashtag> skrillex </hashtag> <hashtag> rave </hashtag> <hashtag> edm </hashtag> . <repeated> <url>,1
i am really stoked about going abroad in the fall . and well next week but that ' s for completely different reasons . <hashtag> i miss my boyfriend </hashtag>,0
<user> you cant score goals sitting on the bench or <number> / <number> min max its hard pal fill sorry for him,0
Selling my 4 day lollapalooza pass! Message me if interested!,0
hey quick question is it fall or spring???,1
<user> no ! i rarely drink at all . got a stomach bug <sad>,0
things i feel like with the pandemic virus and all we should ever now be allowed alone to publicly openly shame newborn babies except for just like babies coughing into the open sterile air you know what cause i mean,1
good crowd at the independence bowl . <repeated>,1
"Don’t worry, 20 something people who follow me here, I brushed my hair for the first time in a week today. I know, impressive.",1
Why do we apologize when we get emotional as if no other humans ever get emotional too? Why have we learned to say sorry for a very normal and innate thing!?,0
Keeping my fingers crossed @stcware continuing supporting the Wii U post-Nero. If Nero is half as good as it looks we sorely need these guys,0
@netflix the good shows that were cancelled for this to happen: 👁️👄👁️,0
"lovely first day of <number> friends , family swim , sort and cleanse , curry , less time on social media , more time on others <hashtag> start as you mean to go on </hashtag>",0
so i am starting starting off my day by watching a dragons den themed special exhibit on deborah meaden and eating like a sauce pot or noodle. my simple life is almost perfect.,1
if yes you can really break it all down the rules for christmas and seriously risk serious damage fines and killing your loved ones with developing a deadly influenza virus virus or you could [UNK] at [UNK],1
"you are any moment , every second , every scent and every flower as a girl .",0
my life has gone from doing ‘ wheel drive it seems like you stole from it too ’ to ‘ drive it like … your clumsy toddler needs the bathroom toilet ’.,1
that was a great <number> hours of sleep,1
missing cali :(( https://t.co/G63HHwCOcP,0
i know i’m going through it when i can’t even fake tan,0
It is absolutely not a good idea to rewatch the series finale of The Office just weeks away from graduating college 😬😭😫,0
""" he'ain s not welcome again in a tolerant place not like south london "" @ emmadentcoad blog on website the presidential visit on @ the bbcradio4 has the biggest irony in that presidential comment... # r4bh",1
"and with this revelation , the african american community ' s faith in law enforcement skyrockets ! <url>",1
"<user> <user> i know , right ? not like the <allcaps> lapd </allcaps> have anything better to do . this ain ' t a distraction or nothing .",0
the vaccination man said i could have some heart problem stuff. i’m being very brave,0
in desperate need of (and I can NOT stress this enough) spring break,0
"when singing along to songs in korean and there is a part in english , i sing it with a korean accent . <allcaps> why </allcaps> .",0
@avsmph But how can we possibly deal with a human experience we haven't first relentlessly quantified???,1
"i am okay with snow , but sleet <hashtag> how about no </hashtag> 😱",0
I passed my permit test!!!🥵,0
"Just signed up for Apple's Ping, told it I like 'classical' and it points me towards Lady Gaga. It takes a certain genius to be this crap.",1
they actually really took our friends time off streaming netflix [UNK] [UNK] what am i suppose able to watch netflix now??!??!!,1
I can’t wait to hear more about the life of an upper middle class East Asian American whose only personality trait is drinking boba tea https://t.co/SapbXLd0r2,1
cleaning up spew is a definite highlight of my job ! <repeated>,1
"yeah , the prom is the most important event in your life",1
connacht camogie champions <number> ! <number> years in a row ! hon <allcaps> hrc </allcaps> ! <hashtag> mountbellew is a hurling stronghold </hashtag> <hashtag> holy rosary 4 life </hashtag> <hashtag> senior b </hashtag> 😄 🙌 🏆 ⚾,0
Am I the only one who thinks burrata is boring af?,0
i love when half the group is really committed and the other half just does not give a crap ! <hashtag> perfection </hashtag>,1
so i ’ ″ m so now reading about 4 books at once what could go so wrong [UNK],1
I love the rain but gimme some thunder storms 😈,0
how i flirt out with boys boy : “ hey and i saw you from across across the room... and really had to come walking over … ” me : “ wow you guys ’ re super observant. do you normally have 20 / 20 color vision? ”,1
i hope we get an ice palace and an invisible car <hashtag> spectre </hashtag>,1
@MadelineMchugh_ @lucybrown_xx Wouldn’t change you mads💘,0
<user> not hating . me and <user> were just awesome .,0
only a a president such as possibly strong and potentially decisive personality as @ realdonaldtrump would force the fda to ok a drug even further before clinical trial results now are in. no clinic need to wait for such silly formalities - people have been taking the drug for years and most are still alive now and fine! # oktotry # gotrump → https : / / at t. co / idxtj7kucp,1
I registered for the KESHA Presale to get tickets early! You should too. Register here: https://t.co/dm2dJjMEyE,0
"We'll be giving classic, cult and trashy movies away next week at our charity horror night - https://t.co/TuCvfGNm9n 📽💀⚰🔪👹 https://t.co/lGJgbAD3Da",0
@ mike terryflewers @ lfcsonny has he given any proper clarification available regarding ‘ what age harvey harvey elliott always needs kids to really be before you can physically tackle down him?,1
<number> voice mails at work is always lovely,1
i ’ ve always seen a very lot number of people on local facebook facebook groups asking various airbnb owners about if they have any site availability recently. if there only there was a website you really could use to find out if an airbnb website was available [UNK],1
the biggest only problem thing i got from college is a strong caffeine heroin addiction,1
it’s too early to be this annoyed,0
"ever just when peep fox wants to see what crazy tuck mama is saying? tonight, i am learning that fauci actually funded the unauthorized creation of false covid in a mouse lab rats and mouse is essentially solely responsible for the pandemic",1
its 3 30 am morning and i have always decided the most only redeeming intellectual quality of a male is knowing that someday i can put upon my freezing icy cold toes on him permanently and gladly leach his warmth,1
it all ’ s funny because that you guys often thought sports never mattered badly during a pandemic. i seriously simply really can not imagine caring about a straight winning streak streak rn.,1
just pulled up to school for the first time in my life in a good mood only to find out it doesnt start for another <number> hours <hashtag> blessed </hashtag>,0
look ! <hashtag> poulan </hashtag> <hashtag> chainsaw </hashtag> <hashtag> new </hashtag> <url> <hashtag> shopping </hashtag> <hashtag> chain </hashtag> <hashtag> saw s </hashtag> <hashtag> start </hashtag> <hashtag> starting </hashtag> <hashtag> will </hashtag> <hashtag> won t </hashtag>,0
my <allcaps> five </allcaps> days of <hashtag> christmas </hashtag> shared . <repeated> <hashtag> infosec </hashtag> <hashtag> hire friday </hashtag> <hashtag> humor </hashtag> <url>,0
@ sharezone5 @ stockpickb films you see are gathering a huge right bundle collection of fake laughs to take to the paramount pictures draft!,1
Everyday in class I count how many days I have left in the semester #isitsummeryet 😩,0
"@Janet67866039 @ermbop Its literally very common. My friends son was concieved while she was in the pill. You do know it's only 91% effective right? That means for 9% of women, that form of birth control fails.",0
"<user> that was the case , not the recording . so comparing the two is apple and oranges .",0
the of playing this song on my way to <hashtag> work </hashtag> <hashtag> no money </hashtag> <hashtag> part time cooks </hashtag> blackmossptc thanks for . <repeated> <url>,1
"Watched 127 hours... Kinda reminded me of this one time I got a bad splinter. Writing a book about it now, hit me up for an autographed copy",1
a bad game last night . way to go packers ! <url>,0
"<user> <user> <user> for having union representation for decades , teachers ' pay still sucks and is shorted by dues .",1
always forget how good the f . e . a . r is by ian brown 🎧 <hashtag> singing out loud </hashtag> <hashtag> tune </hashtag>,0
i love leaving the local doctors office crying in tears. someday i need this kid to just just finally decide to leave my body so maybe we can finally be done alive and home there together.,1
yes i have little interest in in doing other things that almost applies mostly to me,1
"wow , look at you hotshot . <hashtag> is that a joke </hashtag>",1
and my computer does this little fun thing now where usually it shakes in a way that exactly almost replicates quite what happens normally to my normal vision when i forget taking my meds so that everything ’ s truly exciting!,1
had an insomnia cookie and now i can not sleep,1
Can’t wait to be back at uni so I can order more shoes and clothes without my mum telling me off x,1
taylor wrote a nasty note on my car today . <hashtag> we </hashtag> <hashtag> are </hashtag> <hashtag> friends </hashtag>,0
Quarentine would be so much better if I had a dog,0
"today our own lord and savior, frank du ocean, has saved us all alike once ever again.",1
<number> amazing followers in the last week and there will be more tomorrow . growing with <url>,0
<user> damn . that would have made excellent thing to recount in autobiography p,0
Snowing here at Roots Hall! #COYB,0
agreeing with the mainstream right left to dunk politics on the centre is termed the most real libertarian dialectical materialism,1
Gonna go cry now some no face told me to lose weight x,1
"@CBoyForeman @RaleighBikes_UK @MadnessNews I had an orange one! Around the same time as you as well, great memories.",0
"i am the guy for you brooke davis . <hashtag> one tree hill </hashtag> this story is sad , thrilling and confusing . but i love it ! 😍",0
bridal <hashtag> jewels </hashtag> <hashtag> exciting </hashtag> range <hashtag> hand </hashtag> made <hashtag> high </hashtag> quality jewellery on the high street <hashtag> bespoke </hashtag> <hashtag> custom </hashtag> <url>,0
the fair - headed weather fans in all of us these strange threads. and wake the up call. fleury morgan is not a human lesser being. surprise!,1
<user> <user> ladies would not use that language . but i guess you are not one .,0
@ neil borisjohnson @ neil matthancock... oh hello really?,1
""" wearing your pronouns panties are what's beneficial in getting your wet pants "" says ok. juicy / dumper",1
i love waking up with migraines 😭,1
love <elongated> when my phone gets wiped .,1
i’m not gonna be here for lisa’s release cos i’m old and tired but good luck lisa i know it’s gonna be so amazing and i’ll listen as soon as i wake up,0
> knowledge itself does not mean a person is qualified to represent a religion if his / her humanity and sanity is absent .,0
bromanceshmomance <hashtag> i </hashtag> just checked and he has zero <hashtag> zero </hashtag> <hashtag> mentions </hashtag> asking if louis was there <hashtag> none </hashtag> <hashtag> nada </hashtag> . <repeated> <url>,0
i had the best new years ! <repeated> spent it with the people i love and i fucking loved it ! 😍 such a happy camper right now ! 😝 💚 ❤ ️,0
cold or warmth both suffuse one ' s cheeks with pink colour / tone . <repeated> do you understand the underlying difference and its texture ?,0
"Fat Patty's and Applebee's have very similar energies, but they're unmatched. It's like wrong step and I'm gonna end up in the other restaurant with no way back",0
unreal how much i love my new tattoo,0
"it’s official, I’m the luckiest girl 🥺 my boyfriend is the most thoughtful &amp; caring soul there is 🌸💕 https://t.co/mxEacFctC2",0
my teacher just gave me an i feel sorry for you look i must look really adorable . <repeated>,1
ahh gotta love those december electric bills .,1
i am so happy about jenna and julien getting engaged,0
love is bliss . <repeated>,1
"at & amp ; t is truly amazing they basically think my lg g7 spectrum is 3g only to the point where somehow they sent us walmart altec phones back and said they'd getting shut off service. we called them, they told us to definitely not worry and hope if the phones are fine they wouldn'″ t be getting shut off guess what got shut them off this morning? lol",1
you know when you send presents to friends who live far away and they never get there . <repeated> and you handmade most of the stuff . <repeated> yay,1
"<user> <user> if accurate , v sad indeed",0
<hashtag> fears </hashtag> <hashtag> for </hashtag> <hashtag> female </hashtag> <hashtag> saudi </hashtag> <hashtag> activist </hashtag> as <hashtag> detention </hashtag> for <hashtag> driving </hashtag> a <hashtag> car </hashtag> is <hashtag> extended </hashtag> <url> via <user>,0
<hashtag> succes </hashtag> <hashtag> it </hashtag> <hashtag> is </hashtag> <hashtag> about </hashtag> <hashtag> what </hashtag> <hashtag> we </hashtag> <hashtag> see </hashtag> <hashtag> if </hashtag> <hashtag> we </hashtag> just <hashtag> keep </hashtag> <hashtag> hope </hashtag> <hashtag> and </hashtag> <hashtag> never </hashtag> <hashtag> give </hashtag> <hashtag> up </hashtag> <hashtag> success </hashtag> <hashtag> is </hashtag> . <repeated> <url>,0
● ‘ it really ’ s really only a game ’ [UNK],1
"nothing screams as “ i ’ m m a glamorous cosmopolitan woman ” looks like following your fat dog down the chilly street in through the cold midst of winter, saying “ lets go potty! go potty! ” over and again over repeats again.",1
these student athletes really picked the wrong class to cheat in <url> via <user>,1
woke up crying because of the nightmare i had . <repeated> gonna be a great day,1
"<hashtag> forever </hashtag> <hashtag> young </hashtag> , forever <hashtag> out </hashtag> , forever in <hashtag> our </hashtag> <hashtag> hearts </hashtag> . <hashtag> rip </hashtag> <hashtag> phillip joel hughes </hashtag> . <user> <user>",0
gael ' pro at presentations ' anderson <hashtag> choke </hashtag>,1
"i will keep this smile on my face to get myself through this bullcrap , instead of breaking down like usual .",0
I refused free donuts and cocoa at work this morning and have been thinking about it ever since,0
"I just finally got around to starting the most recent season of Archer, and I am seriously bummed out for being only one episode in to my favorite animated tv comedy",0
The Bruins announce that Chris Kelly has been named an Assistant Coach for the Boston Bruins; Adam McQuaid has been named Player Development Coordinator; and Ryan Mougenel has been named Head Coach of the Providence Bruins.,0
how dare charles barkley have an intelligent conversation about race . <hashtag> charles barkley </hashtag>,1
"wow. liam gordon neeson fraser is indeed coming across as a rational religious man, who isn't you he!!?",1
<user> a lot of ingredients . more specifically . <repeated> like a lot a lot,0
we really need to remind some people that universal employee healthcare service means never needing paperwork to sit through for another annual national explanation of benefits management meeting,1
"<user> nevermind that , but do pray tell , would scherzy still play grizabella ?",0
<user> kisses you cheek that ' s enough . im not a love bot .,0
"Jacob got me sunflowers and roses, is taking me to a crab boil... AND got me the only sims game I didn't have.😭 literally all my fav things",0
<user> you all are doing a great job at keeping people safe,1
"the bob drew barrymore show theme is often an absolute trainwreck. rather like the tony danza show, every two minutes is delivered a long clip suitable for delivering the comedy soup.",1
what i learned today ? <repeated> you can choose to live a fearless life . <hashtag> i am </hashtag> <hashtag> fear free </hashtag> <hashtag> fear full </hashtag>,0
"so <user> still waiting , my son is very happy enjoing his christmas gift . <repeated> i cant understand how u did not prevent this . <repeated>",1
"When youuurrrrrr Ubereats driver is legit two minutes away from your house, and then cancels your order, saying you didn’t answer the door. 🕵🏻‍♀️ 🧐🧐🧐 I know you ate my food Randy, I hope it gave you diarrhea 😤",0
love feeling like i have been lied to . <hashtag> don t want to be here </hashtag>,1
[UNK] “ it ’ ’ s definitely hotter than in the america right over now — and it feels fine british cultural people are really just being dramatic ‘ [UNK] ” quick question are you saying this inside ur air conditioned house [UNK] [UNK] [UNK],1
"head is pounding, spent £25 on ubers last night and I have a 3000 word report to write :) yippee x",1
"<user> <user> <allcaps> what </allcaps> <money> for an app , <allcaps> outragious </allcaps> <wink>",1
on a scale from 1 ½ to 10 wondering how deeply was all your childhood taste influenced by hearing the hannah montana album 2 : meet miss miley west cyrus double album? this project is intended for research purposes.,1
watching olympic womens beach volleyball for the plot,1
watching tik toks at full volume in the middle of the airport should be a federal offense,1
"#SpaceX is incredible. For all the problems in the world, the pursuit of discovery and doing things that have never been done before warms my heart! 🚀",0
How to access alternate characters on the iPad https://t.co/caXzywahm3 via @niktronix,0
Wow the realization that I now never have to take a language class ever again just hit me and I feel like I could float on a cloud with that weight off my shoulders,0
i ’ ″ m probably dying,1
@ sdeditgirl you kids should know by a true oregonian who doesn'ft t dare use those umbrellas!,1
a burned tongue is a lovely way to start the day <hashtag> ouch </hashtag>,1
the Bob Ross documentary broke my heart i am so angry,0
will <hashtag> nasa </hashtag> go metric before it inches to mars ? <number> miles is <number> kms by the way <hashtag> orion launch </hashtag> <hashtag> nasa orion </hashtag> <url>,0
The world we live in today actually disgusts me.,0
<user> why would you do this . <repeated> <user> <hashtag> superman </hashtag> <hashtag> child again </hashtag> <url>,1
"<user> <user> i wish son . like i said , twitter , wit on twitter and the magic of photos that are 3 d smoke and mirrors effect .",0
Calling all user researchers: who fancies beta testing our new thing? It’s good. https://t.co/Ww4iHVkdZ2,0
"make it illegal to openly say / who write "" fucking dems in social disarray "" on their account of it being stupid disguised as stupid fuck",1
every additional time when you complain falsely about incorrect neopronouns or false xenogenders we add five or more,1
"@MaxTayl83630497 I’ve got 4 weekend tickets available, DM me",0
@ yahoo bbcamerica awards thanks for consistently disrupting your narrative beyond continuity gaps with recent commercial market break previews. # spoileralert,1
thursday day 5 of teenage people being mad about about ellen sitting by gw the bush bush is when we'll finally get ready to settle the bottom of all this,1
i am so glad that i woke up early for this office visit to have to the mother not show up !,1
joe cole just casually walking past . <repeated>,0
i was debating whether or not i should mute someone whose tweets constantly piss me off but now that twitter is introducing anonymous dislikes i’m gonna turn their post notifs on,0
well . <repeated> that was a nice text to wake up to .,1
How long do you have be out of school before you stop cringing every time you see a school bus,0
"i need to start going to bed earlier . <repeated> smh , goodnight everyone , or should i say goodmorning haha <hashtag> morning </hashtag> . <repeated> <url>",1
"amazing how many americans slag off capitalism , from the comfort of armchairs , sipping decaf , skinny , pumpkins spice lattes",1
A 3rd dose is coming in the middle of flu season and I’m really not ready 😭,0
take my time because i want it all right ? <url>,1
I've been doing physics for 40 minutes I think I deserve a break 😂😂😂😭 I'm never going to get it all done at this rate,1
hey @phoebe_bridgers i’m free tomorrow btw. The 14th. I’m free on the 14th. Tomorrow. fyi😃,0
it ' s all about twitter a clue,0
"this sounds like loads of fun . <repeated> snow , freezing drizzle , rain , 1 1 0 km / h winds . <repeated> <url>",1
"Submitted my application for PhD funding today, then shit myself and wanted to withdraw it 😂🙈",0
"@MailOnline Another misogynistic, homophobic rapper.. how shocking!",1
i am extremely excited to know what reza aslan and cj werleman think about what happened in pakistan <hashtag> peshawar attack </hashtag>,1
happens every day . <url>,1
<user> to you too . <happy> 👍,0
• imagine me not liking football [UNK],1
I do like Ssn' s policy of showing the midweek goals as they happen.  Superb Ben Brereton header get in! #NFFC,0
"When I feel like shit I like to go on wish, add a load of crap to my basket and then delete the app without buying any of it. Satisfies my need for shopping but doesn’t contribute to fast fashion.",0
"oh , and lets not forget this <user> <user> <user> <user> <user> <url>",0
Nothing pisses me off more than people with double standards 👌🏻,0
<user> gay but i bang that,0
